index,dose,Si_rm_in_MD,N_rm_in_MD,C_rm_in_MD,F_rm_in_MD,Si_rm_in_byp,N_rm_in_byp,C_rm_in_byp,F_rm_in_byp
10066,1.118,0,0,0,0,1,2,1,6
10067,1.119,0,0,0,0,0,0,1,2
10068,1.119,0,0,0,0,1,0,1,4
10069,1.119,0,0,0,0,0,0,2,4
10070,1.119,0,0,0,1,0,0,0,0
10071,1.119,0,0,0,0,1,0,1,7
10072,1.119,0,0,0,0,0,0,0,0
10073,1.119,0,0,0,0,0,0,0,0
10074,1.119,0,0,0,1,0,0,0,0
10075,1.119,0,0,1,0,0,0,2,4
10076,1.12,0,0,0,0,0,0,1,4
10077,1.12,0,0,0,1,0,0,0,0
10078,1.12,0,0,0,1,0,0,0,0
10079,1.12,0,0,0,1,0,0,0,0
10080,1.12,0,0,0,0,1,0,2,6
10081,1.12,0,0,0,0,0,0,2,4
10082,1.12,0,0,0,0,0,0,1,2
10083,1.12,0,0,1,0,0,0,3,6
10084,1.12,0,0,1,0,0,0,1,2
10085,1.121,0,0,0,0,1,0,1,6
10086,1.121,0,0,1,0,0,0,0,0
10087,1.121,0,0,0,0,0,0,4,9
10088,1.121,0,0,1,0,0,0,2,4
10089,1.121,0,0,1,0,0,0,2,1
10090,1.121,0,0,1,0,0,0,3,8
10091,1.121,0,0,0,0,1,0,1,6
10092,1.121,0,0,0,1,1,0,2,8
10093,1.121,0,0,0,0,1,0,0,4
10094,1.122,0,0,0,0,1,4,0,4
10095,1.122,0,0,1,0,0,0,3,4
10096,1.122,0,0,2,0,0,0,1,3
10097,1.122,0,0,1,2,0,0,0,0
10098,1.122,0,0,0,0,0,0,1,4
10099,1.122,0,0,0,1,0,0,1,2
10100,1.122,0,0,0,0,0,0,1,2
10101,1.122,0,0,0,0,0,0,2,4
10102,1.122,0,0,0,1,0,0,2,4
10103,1.123,0,0,0,0,0,1,2,3
10104,1.123,0,0,0,0,2,1,2,11
10105,1.123,0,0,0,0,1,0,0,2
10106,1.123,0,0,0,1,0,0,0,0
10107,1.123,0,0,2,1,0,0,0,0
10108,1.123,0,0,3,1,0,0,0,0
10109,1.123,0,0,0,0,0,0,0,0
10110,1.123,0,0,1,0,0,0,0,0
10111,1.123,0,0,0,0,0,0,0,0
10112,1.124,0,0,1,1,0,0,0,0
10113,1.124,0,0,2,0,0,0,4,10
10114,1.124,0,0,0,0,0,0,0,0
10115,1.124,0,0,1,1,0,0,1,3
10116,1.124,0,0,0,0,0,2,0,0
10117,1.124,0,0,0,2,1,0,0,4
10118,1.124,0,0,0,0,0,0,0,0
10119,1.124,0,0,0,0,0,1,1,1
10120,1.124,0,0,0,0,1,0,1,6
10121,1.125,0,0,0,0,0,0,1,2
10122,1.125,0,0,0,0,0,0,0,0
10123,1.125,0,0,0,0,0,2,0,0
10124,1.125,0,0,0,0,0,0,2,4
10125,1.125,0,0,0,0,0,0,1,0
10126,1.125,0,0,0,0,0,0,1,4
10127,1.125,0,0,0,0,0,0,1,2
10128,1.125,0,0,1,0,0,0,0,0
10129,1.125,0,0,1,0,0,0,0,0
10130,1.126,0,0,0,0,0,0,2,6
10131,1.126,0,0,0,0,0,0,1,4
10132,1.126,0,0,2,1,0,0,0,0
10133,1.126,0,0,0,2,1,0,3,10
10134,1.126,0,0,0,0,2,0,2,12
10135,1.126,0,0,0,0,0,0,0,0
10136,1.126,0,0,1,0,0,0,0,0
10137,1.126,0,0,0,0,0,0,1,2
10138,1.126,0,0,0,0,1,0,2,8
10139,1.127,0,0,0,0,0,0,1,2
10140,1.127,0,0,0,0,1,4,0,4
10141,1.127,0,0,0,0,2,6,1,10
10142,1.127,0,0,0,0,1,1,1,5
10143,1.127,0,0,0,0,0,2,0,0
10144,1.127,0,0,1,1,0,2,0,0
10145,1.127,0,0,0,0,0,0,2,6
10146,1.127,0,0,0,0,2,2,0,8
10147,1.127,0,0,0,0,0,1,1,1
10148,1.128,0,0,0,0,0,2,1,2
10149,1.128,0,0,0,0,0,0,0,0
10150,1.128,0,0,0,0,2,0,1,10
10151,1.128,0,0,0,0,1,2,0,4
10152,1.128,0,0,1,0,0,0,2,4
10153,1.128,0,0,2,0,0,0,0,0
10154,1.128,0,0,0,0,0,0,1,2
10155,1.128,0,0,0,0,0,2,0,0
10156,1.128,0,0,0,0,0,0,0,0
10157,1.129,0,0,0,0,0,0,0,0
10158,1.129,0,0,0,0,0,0,1,4
10159,1.129,0,0,1,1,0,0,2,4
10160,1.129,0,0,3,0,0,0,0,0
10161,1.129,0,0,0,1,2,0,3,14
10162,1.129,0,0,0,0,0,0,1,2
10163,1.129,0,0,0,0,0,0,1,2
10164,1.129,0,0,0,0,0,0,0,0
10165,1.129,0,0,0,0,0,0,1,4
10166,1.13,0,0,0,0,0,0,0,0
10167,1.13,0,0,0,2,0,0,4,7
10168,1.13,0,0,0,0,0,0,1,2
10169,1.13,0,0,0,0,0,0,0,0
10170,1.13,0,0,0,0,0,0,0,0
10171,1.13,0,0,0,1,0,0,2,4
10172,1.13,0,0,0,0,0,0,0,0
10173,1.13,0,0,0,0,1,0,0,4
10174,1.13,0,0,0,0,1,0,0,5
10175,1.131,0,0,1,0,0,0,1,3
10176,1.131,0,0,0,0,0,0,1,2
10177,1.131,0,0,0,0,2,0,0,8
10178,1.131,0,0,0,1,0,0,0,0
10179,1.131,0,0,3,1,0,0,1,0
10180,1.131,0,0,0,0,0,0,2,1
10181,1.131,0,0,2,1,1,0,0,6
10182,1.131,0,0,0,0,0,0,2,4
10183,1.131,0,0,0,0,0,0,3,6
10184,1.132,0,0,0,0,1,0,0,4
10185,1.132,0,0,0,0,0,0,0,0
10186,1.132,0,0,0,0,0,0,2,4
10187,1.132,0,0,1,0,0,0,1,2
10188,1.132,0,0,0,0,0,0,0,0
10189,1.132,0,0,0,0,0,0,0,1
10190,1.132,0,0,0,0,0,0,1,2
10191,1.132,0,0,0,1,0,0,0,1
10192,1.132,0,0,0,0,1,0,2,10
10193,1.133,0,0,0,1,0,0,0,0
10194,1.133,0,0,0,0,0,0,0,0
10195,1.133,0,0,0,0,0,0,0,0
10196,1.133,0,0,0,0,0,0,0,0
10197,1.133,0,0,0,0,1,1,2,7
10198,1.133,0,0,0,0,0,0,3,8
10199,1.133,0,0,0,1,0,0,2,4
10200,1.133,0,0,1,0,1,0,0,4
10201,1.133,0,0,1,1,0,0,1,3
10202,1.134,0,0,0,0,0,0,2,4
10203,1.134,0,0,0,0,1,1,1,5
10204,1.134,0,0,1,0,0,0,3,1
10205,1.134,0,0,0,0,1,2,0,4
10206,1.134,0,0,0,0,0,0,1,2
10207,1.134,0,0,0,1,0,0,0,0
10208,1.134,0,0,0,0,0,0,1,2
10209,1.134,0,1,0,0,0,2,1,2
10210,1.134,0,0,0,0,0,0,1,2
10211,1.135,0,0,0,0,0,0,3,8
10212,1.135,0,0,1,0,0,0,1,2
10213,1.135,0,0,0,0,0,0,1,2
10214,1.135,0,0,0,0,1,0,1,5
10215,1.135,0,0,0,0,0,0,0,0
10216,1.135,0,0,0,0,0,0,0,0
10217,1.135,0,0,0,0,0,0,1,2
10218,1.135,0,0,1,1,0,0,0,0
10219,1.135,0,0,0,0,0,0,0,0
10220,1.136,0,0,0,0,0,0,2,8
10221,1.136,0,0,0,0,3,0,1,14
10222,1.136,0,0,0,0,1,0,1,8
10223,1.136,0,0,0,0,0,0,1,4
10224,1.136,0,0,0,0,1,2,0,4
10225,1.136,0,0,0,0,1,0,1,6
10226,1.136,0,0,0,0,0,0,1,2
10227,1.136,0,0,0,0,0,0,0,1
10228,1.136,0,0,1,0,0,0,0,0
10229,1.137,0,0,0,0,0,0,0,0
10230,1.137,0,0,0,0,0,0,0,0
10231,1.137,0,0,0,0,1,0,0,4
10232,1.137,0,0,1,0,0,1,1,1
10233,1.137,0,0,0,1,0,0,0,0
10234,1.137,0,0,1,0,1,0,2,6
10235,1.137,0,0,1,1,0,1,2,3
10236,1.137,0,0,0,0,0,0,0,0
10237,1.137,0,0,0,0,0,0,0,0
10238,1.138,0,0,0,0,0,0,3,6
10239,1.138,0,0,0,0,0,0,3,7
10240,1.138,0,0,0,0,0,0,2,6
10241,1.138,0,0,0,0,0,0,1,2
10242,1.138,0,0,0,1,0,0,0,0
10243,1.138,0,0,0,0,0,0,1,1
10244,1.138,0,0,0,0,3,0,0,12
10245,1.138,0,0,0,0,0,0,0,0
10246,1.138,0,0,0,0,0,5,1,1
10247,1.139,0,0,0,0,3,0,0,12
10248,1.139,0,0,0,0,2,0,0,8
10249,1.139,0,0,0,1,0,0,1,2
10250,1.139,0,0,0,1,0,2,0,0
10251,1.139,0,0,0,0,0,0,0,0
10252,1.139,0,0,0,0,0,0,0,0
10253,1.139,0,0,0,1,0,0,2,4
10254,1.139,0,0,0,0,0,0,1,2
10255,1.139,0,1,1,0,0,0,0,0
10256,1.14,0,0,0,0,0,0,2,3
10257,1.14,0,0,0,1,0,0,0,0
10258,1.14,0,0,0,1,0,0,2,5
10259,1.14,0,0,0,0,1,0,0,4
10260,1.14,0,0,0,0,0,0,1,2
10261,1.14,0,0,0,0,0,0,0,0
10262,1.14,0,0,0,1,0,2,0,0
10263,1.14,0,0,0,0,1,0,0,4
10264,1.14,0,0,0,0,0,0,1,4
10265,1.141,0,0,0,0,0,0,0,0
10266,1.141,0,0,0,0,0,0,2,4
10267,1.141,0,0,0,0,0,0,0,0
10268,1.141,0,0,0,0,1,0,1,6
10269,1.141,0,0,1,0,0,0,0,0
10270,1.141,0,0,0,0,1,2,1,5
10271,1.141,0,0,0,0,0,0,0,0
10272,1.141,0,0,0,0,1,0,0,4
10273,1.141,0,0,0,0,1,2,0,4
10274,1.142,0,0,0,0,1,1,2,7
10275,1.142,0,0,0,0,0,0,1,2
10276,1.142,0,0,0,0,1,0,1,6
10277,1.142,0,0,0,0,0,2,1,2
10278,1.142,0,0,0,0,1,0,1,6
10279,1.142,0,0,0,0,1,0,0,4
10280,1.142,0,0,0,0,0,6,0,0
10281,1.142,0,0,0,0,0,0,0,0
10282,1.142,0,0,0,0,1,0,1,5
10283,1.143,0,0,3,0,0,0,0,0
10284,1.143,0,0,1,0,0,0,1,2
10285,1.143,0,0,0,0,0,0,0,0
10286,1.143,0,0,2,2,0,0,3,6
10287,1.143,0,0,0,0,1,0,0,4
10288,1.143,0,0,0,0,0,0,0,0
10289,1.143,0,0,1,1,0,0,1,2
10290,1.143,0,0,1,0,0,0,0,0
10291,1.143,0,0,0,0,0,0,0,0
10292,1.144,0,0,0,0,1,1,1,5
10293,1.144,0,0,0,0,0,0,0,0
10294,1.144,0,0,0,0,0,0,6,5
10295,1.144,0,0,0,0,1,0,2,8
10296,1.144,0,0,0,0,0,0,0,0
10297,1.144,0,0,0,1,0,0,1,4
10298,1.144,0,0,0,0,2,0,0,8
10299,1.144,0,0,0,0,1,2,0,4
10300,1.144,0,0,0,1,0,0,1,2
10301,1.145,0,0,0,0,1,0,1,6
10302,1.145,0,0,1,1,0,0,3,6
10303,1.145,0,0,0,0,1,2,0,4
10304,1.145,0,0,0,1,0,0,2,6
10305,1.145,0,0,0,0,0,0,2,4
10306,1.145,0,0,0,0,1,0,0,4
10307,1.145,0,0,0,0,0,0,1,2
10308,1.145,0,0,0,0,0,0,1,2
10309,1.145,0,0,0,0,0,0,1,2
10310,1.146,0,0,1,0,1,0,1,6
10311,1.146,0,0,0,0,0,0,2,4
10312,1.146,0,0,0,0,0,0,3,9
10313,1.146,0,0,0,1,1,0,0,4
10314,1.146,0,0,0,0,0,1,3,9
10315,1.146,0,0,1,0,1,2,0,4
10316,1.146,0,0,0,0,0,0,0,0
10317,1.146,0,0,1,0,0,0,0,0
10318,1.146,0,0,0,0,0,0,0,0
10319,1.147,0,0,0,0,0,0,0,0
10320,1.147,0,0,0,0,1,0,0,4
10321,1.147,0,0,1,1,0,0,2,4
10322,1.147,0,0,0,0,0,0,0,0
10323,1.147,0,0,1,0,0,0,0,0
10324,1.147,0,0,0,0,0,0,0,0
10325,1.147,0,0,0,0,1,0,0,4
10326,1.147,0,0,1,0,0,0,1,2
10327,1.147,0,0,0,0,0,0,1,2
10328,1.148,0,0,0,0,0,0,0,0
10329,1.148,0,0,0,0,0,0,1,2
10330,1.148,0,0,0,0,0,0,0,0
10331,1.148,0,0,1,1,0,0,0,0
10332,1.148,0,0,0,1,0,1,1,1
10333,1.148,0,0,0,0,0,2,1,2
10334,1.148,0,0,0,0,0,2,2,4
10335,1.148,0,0,0,0,0,0,0,0
10336,1.148,0,0,1,0,0,0,0,0
10337,1.149,0,0,1,0,0,2,0,0
10338,1.149,0,0,0,0,0,0,0,0
10339,1.149,0,0,0,0,0,0,1,2
10340,1.149,0,0,0,0,1,0,1,6
10341,1.149,0,0,0,0,0,3,1,1
10342,1.149,0,0,0,0,0,2,0,0
10343,1.149,0,0,1,0,0,0,0,0
10344,1.149,0,0,0,0,0,0,1,2
10345,1.149,0,0,0,2,0,0,1,2
10346,1.15,0,0,0,1,2,0,2,10
10347,1.15,0,0,0,0,1,0,1,6
10348,1.15,0,0,1,0,1,3,2,7
10349,1.15,0,1,0,0,1,0,0,4
10350,1.15,0,0,0,0,0,0,0,0
10351,1.15,0,0,1,0,0,0,0,0
10352,1.15,0,0,0,0,2,2,0,8
10353,1.15,0,0,0,1,2,2,0,8
10354,1.15,0,0,0,0,0,0,0,0
10355,1.151,0,0,0,0,0,0,0,0
10356,1.151,0,0,0,0,1,4,0,4
10357,1.151,0,0,0,0,1,0,0,4
10358,1.151,0,0,0,1,0,0,2,0
10359,1.151,0,1,0,1,0,0,2,6
10360,1.151,0,0,0,0,0,0,1,0
10361,1.151,0,0,0,0,0,0,2,5
10362,1.151,0,0,1,0,0,0,0,0
10363,1.151,0,0,0,0,0,0,0,0
10364,1.152,0,0,0,0,0,0,0,0
10365,1.152,0,0,0,0,0,0,3,6
10366,1.152,0,0,0,0,0,4,0,0
10367,1.152,0,0,0,1,1,0,0,4
10368,1.152,0,0,0,0,0,2,0,0
10369,1.152,0,0,0,0,0,4,0,0
10370,1.152,0,0,0,1,1,8,0,4
10371,1.152,0,1,0,0,0,8,0,0
10372,1.152,1,0,1,0,0,4,0,0
10373,1.153,0,0,1,2,0,0,0,0
10374,1.153,1,0,1,1,1,2,0,4
10375,1.153,0,0,0,1,0,0,1,2
10376,1.153,0,0,0,0,0,3,1,1
10377,1.153,0,0,0,0,0,0,3,6
10378,1.153,0,0,0,0,1,0,0,4
10379,1.153,0,0,0,0,1,0,0,2
10380,1.153,0,0,0,0,0,1,5,11
10381,1.153,0,0,0,0,0,0,2,0
10382,1.154,0,0,0,0,2,0,1,10
10383,1.154,0,0,0,0,0,0,1,2
10384,1.154,0,0,0,0,0,0,0,0
10385,1.154,0,0,0,0,0,0,0,0
10386,1.154,0,0,0,0,0,0,0,0
10387,1.154,0,0,0,0,1,0,2,8
10388,1.154,0,0,0,0,1,2,0,4
10389,1.154,0,0,0,0,1,2,0,4
10390,1.154,0,0,0,1,0,0,1,2
10391,1.155,0,0,1,0,2,0,1,10
10392,1.155,0,0,0,0,0,0,0,0
10393,1.155,0,0,0,0,1,0,0,4
10394,1.155,0,0,1,0,0,0,1,2
10395,1.155,0,0,0,0,0,0,0,0
10396,1.155,0,0,0,0,0,0,1,2
10397,1.155,0,0,1,1,1,2,0,4
10398,1.155,0,0,0,0,0,0,0,1
10399,1.155,0,0,1,0,0,0,0,0
10400,1.156,0,0,0,0,0,1,1,1
10401,1.156,0,0,1,1,0,0,0,0
10402,1.156,0,0,0,0,1,0,1,6
10403,1.156,0,0,1,0,1,0,0,4
10404,1.156,0,0,0,0,0,2,2,3
10405,1.156,0,0,0,0,0,0,0,0
10406,1.156,0,0,0,0,0,0,0,0
10407,1.156,0,0,1,1,0,0,1,0
10408,1.156,0,0,0,0,0,0,0,0
10409,1.157,0,0,0,0,0,0,0,0
10410,1.157,0,0,0,0,0,0,1,0
10411,1.157,0,0,0,0,0,0,0,0
10412,1.157,0,0,0,0,0,0,2,4
10413,1.157,0,0,0,1,0,0,0,0
10414,1.157,0,0,1,0,0,0,1,2
10415,1.157,0,0,0,0,1,0,1,6
10416,1.157,0,0,0,1,1,0,1,6
10417,1.157,0,0,1,1,0,0,0,0
10418,1.158,0,0,0,0,0,0,1,4
10419,1.158,0,0,0,1,0,0,2,3
10420,1.158,0,0,0,0,0,0,1,2
10421,1.158,0,0,0,0,0,0,0,1
10422,1.158,0,0,1,1,0,0,2,4
10423,1.158,0,0,0,0,0,0,2,2
10424,1.158,0,0,0,0,0,0,0,0
10425,1.158,0,0,0,0,0,0,1,3
10426,1.158,0,0,1,0,0,0,0,0
10427,1.159,0,0,0,1,1,0,1,7
10428,1.159,0,0,0,0,2,0,2,13
10429,1.159,0,0,0,1,0,1,1,1
10430,1.159,0,0,0,0,0,0,2,5
10431,1.159,0,0,1,0,0,0,2,4
10432,1.159,0,0,0,0,0,0,1,4
10433,1.159,0,0,0,0,0,0,1,4
10434,1.159,0,0,0,1,1,0,0,4
10435,1.159,0,0,0,0,0,0,1,2
10436,1.16,0,0,0,0,0,0,1,2
10437,1.16,0,0,0,0,0,0,2,0
10438,1.16,0,0,0,0,1,0,1,7
10439,1.16,0,0,0,0,0,0,0,0
10440,1.16,0,0,0,0,0,0,1,1
10441,1.16,0,0,0,0,1,0,0,4
10442,1.16,0,0,0,0,0,0,1,2
10443,1.16,0,0,0,0,0,0,1,2
10444,1.16,0,0,0,0,2,0,0,8
10445,1.161,0,0,0,0,0,0,0,0
10446,1.161,0,0,1,0,0,0,0,0
10447,1.161,0,0,0,0,0,1,1,1
10448,1.161,0,0,0,0,2,2,0,8
10449,1.161,0,0,0,0,0,0,0,0
10450,1.161,0,0,0,0,0,0,2,8
10451,1.161,0,0,0,0,1,0,1,4
10452,1.161,0,0,0,0,0,0,1,3
10453,1.161,0,0,0,1,1,0,0,4
10454,1.162,0,0,1,0,0,0,1,2
10455,1.162,0,0,0,0,0,0,2,4
10456,1.162,0,0,0,0,0,0,0,0
10457,1.162,0,0,0,1,1,0,2,10
10458,1.162,0,0,0,0,0,0,1,2
10459,1.162,0,0,0,0,0,0,0,0
10460,1.162,0,0,1,0,0,0,2,4
10461,1.162,0,0,1,0,0,0,1,2
10462,1.162,0,0,0,0,0,0,1,2
10463,1.163,0,0,0,0,0,0,0,0
10464,1.163,0,0,0,0,0,0,1,2
10465,1.163,0,0,0,0,0,0,0,0
10466,1.163,0,0,0,0,0,0,1,2
10467,1.163,0,0,0,0,0,0,0,1
10468,1.163,0,0,2,0,0,0,1,0
10469,1.163,0,0,1,1,0,0,0,0
10470,1.163,0,0,1,0,0,0,0,0
10471,1.163,0,0,0,0,0,0,0,0
10472,1.164,0,0,2,0,1,0,2,8
10473,1.164,0,0,0,1,1,0,2,10
10474,1.164,0,0,0,0,0,0,1,2
10475,1.164,0,0,0,0,0,0,1,2
10476,1.164,0,0,0,0,0,0,2,4
10477,1.164,0,0,0,1,0,0,2,5
10478,1.164,0,0,0,0,0,2,0,0
10479,1.164,0,0,0,0,1,0,1,6
10480,1.164,0,0,1,0,0,0,1,3
10481,1.165,0,0,0,0,0,0,1,2
10482,1.165,0,0,0,0,0,0,0,0
10483,1.165,0,0,0,0,0,0,0,0
10484,1.165,0,0,0,0,0,0,0,0
10485,1.165,0,0,0,0,0,0,2,6
10486,1.165,0,0,0,0,0,0,0,0
10487,1.165,0,0,0,0,0,0,1,2
10488,1.165,0,0,0,0,0,0,0,0
10489,1.165,0,0,1,0,0,0,0,0
10490,1.166,0,0,0,0,0,0,0,0
10491,1.166,0,0,1,0,0,0,2,5
10492,1.166,0,0,1,0,0,0,1,2
10493,1.166,0,0,0,0,0,0,0,1
10494,1.166,0,0,0,0,0,0,1,4
10495,1.166,0,0,1,0,1,0,0,4
10496,1.166,0,0,0,0,0,0,0,0
10497,1.166,0,0,0,0,0,0,2,4
10498,1.166,0,0,0,0,0,0,0,0
10499,1.167,0,0,0,0,1,0,0,4
10500,1.167,0,0,0,1,0,2,1,4
10501,1.167,0,0,0,0,0,0,1,2
10502,1.167,0,0,0,0,1,0,0,4
10503,1.167,0,0,0,0,1,0,1,6
10504,1.167,0,0,1,0,0,0,0,0
10505,1.167,0,0,1,0,0,0,2,1
10506,1.167,0,0,1,0,0,0,2,2
10507,1.167,0,0,0,0,0,0,2,6
10508,1.168,0,0,0,0,0,0,1,2
10509,1.168,0,0,1,0,0,0,1,1
10510,1.168,0,0,1,0,0,0,1,3
10511,1.168,0,0,1,0,0,0,0,1
10512,1.168,0,0,2,0,0,0,0,0
10513,1.168,0,0,1,2,0,0,0,1
10514,1.168,0,0,0,0,0,0,0,0
10515,1.168,0,0,0,0,0,0,1,0
10516,1.168,0,0,0,0,0,0,0,0
10517,1.169,0,0,0,0,0,0,1,2
10518,1.169,0,0,1,0,0,0,2,5
10519,1.169,0,0,0,0,0,2,0,0
10520,1.169,0,0,0,0,0,1,1,1
10521,1.169,0,0,0,0,1,2,0,4
10522,1.169,0,0,1,0,0,0,2,4
10523,1.169,0,0,0,0,0,0,0,2
10524,1.169,0,0,0,0,1,1,1,5
10525,1.169,0,0,1,1,0,0,0,0
10526,1.17,0,0,0,0,0,0,1,2
10527,1.17,0,0,0,0,0,1,2,3
10528,1.17,0,0,0,0,0,0,0,0
10529,1.17,0,0,0,0,0,0,0,0
10530,1.17,0,0,0,0,1,0,2,10
10531,1.17,0,0,0,0,0,0,1,2
10532,1.17,0,0,0,0,0,0,1,4
10533,1.17,0,0,0,0,0,0,1,2
10534,1.17,0,0,0,0,0,0,1,4
10535,1.171,0,0,0,0,1,0,0,4
10536,1.171,0,0,0,0,1,0,1,4
10537,1.171,0,0,0,0,2,2,0,8
10538,1.171,0,0,0,0,1,0,0,2
10539,1.171,0,0,0,1,0,2,1,2
10540,1.171,0,0,0,0,0,1,1,1
10541,1.171,0,0,0,0,0,0,0,0
10542,1.171,0,0,0,0,0,0,1,2
10543,1.171,0,0,0,0,3,0,0,12
10544,1.172,0,0,0,0,0,2,0,0
10545,1.172,0,0,0,0,0,0,0,0
10546,1.172,0,0,1,0,0,0,1,3
10547,1.172,0,0,0,0,0,1,2,0
10548,1.172,0,0,1,0,0,0,0,0
10549,1.172,0,0,0,0,0,0,0,0
10550,1.172,0,0,0,0,4,0,0,14
10551,1.172,0,0,1,0,0,0,0,0
10552,1.172,0,0,0,0,0,0,0,0
10553,1.173,0,0,0,0,0,0,1,0
10554,1.173,0,0,0,0,1,0,1,6
10555,1.173,0,0,1,0,1,2,0,4
10556,1.173,0,0,1,0,0,0,1,2
10557,1.173,0,0,0,0,0,0,0,0
10558,1.173,0,0,0,0,0,0,0,0
10559,1.173,0,0,0,0,0,0,0,0
10560,1.173,0,0,1,1,0,0,0,0
10561,1.173,0,0,0,0,0,0,1,2
10562,1.174,0,0,0,0,0,0,2,2
10563,1.174,0,1,0,0,1,0,0,4
10564,1.174,0,0,0,0,0,0,2,4
10565,1.174,0,0,0,0,0,0,0,0
10566,1.174,0,0,0,0,0,0,0,1
10567,1.174,0,0,0,0,1,0,1,8
10568,1.174,0,0,0,0,1,0,1,8
10569,1.174,0,0,0,1,0,0,1,2
10570,1.174,0,0,0,0,0,0,0,0
10571,1.175,0,0,0,0,0,0,1,2
10572,1.175,0,0,0,0,2,0,1,10
10573,1.175,0,0,0,0,0,2,2,6
10574,1.175,0,0,0,1,0,0,0,0
10575,1.175,0,0,0,0,0,0,2,4
10576,1.175,0,0,0,0,0,2,2,4
10577,1.175,0,0,0,0,0,0,1,0
10578,1.175,0,0,0,0,0,0,0,0
10579,1.175,0,0,0,0,1,0,0,5
10580,1.176,0,0,0,0,0,0,0,0
10581,1.176,0,0,0,1,0,0,1,4
10582,1.176,0,0,0,0,0,0,1,2
10583,1.176,0,0,0,0,1,0,1,6
10584,1.176,0,0,0,1,0,0,0,0
10585,1.176,0,0,0,0,1,0,2,8
10586,1.176,0,0,0,1,0,0,1,2
10587,1.176,0,0,0,0,0,0,2,6
10588,1.176,0,0,0,0,0,0,0,0
10589,1.177,0,0,0,0,0,0,1,2
10590,1.177,0,0,0,0,0,1,2,5
10591,1.177,0,0,0,0,0,0,0,0
10592,1.177,0,0,0,1,1,0,0,4
10593,1.177,0,0,1,0,0,0,1,2
10594,1.177,0,0,0,0,0,0,0,0
10595,1.177,0,0,0,0,0,0,1,2
10596,1.177,0,0,0,0,0,0,0,0
10597,1.177,0,0,0,0,0,0,0,0
10598,1.178,0,0,0,0,0,0,1,4
10599,1.178,0,0,0,0,1,0,0,4
10600,1.178,0,0,0,0,0,0,2,6
10601,1.178,0,0,2,0,0,0,1,2
10602,1.178,0,0,0,0,0,0,1,2
10603,1.178,0,0,0,0,1,0,2,8
10604,1.178,0,0,1,1,0,1,1,1
10605,1.178,0,0,1,1,0,0,0,0
10606,1.178,0,0,1,1,0,1,1,0
10607,1.179,0,0,0,0,0,0,1,2
10608,1.179,0,0,0,0,0,4,2,4
10609,1.179,0,0,0,0,0,0,1,2
10610,1.179,0,0,2,1,0,0,0,0
10611,1.179,0,0,0,1,0,0,1,2
10612,1.179,0,0,0,2,0,0,2,6
10613,1.179,0,0,0,0,0,1,2,3
10614,1.179,0,0,4,0,0,0,2,4
10615,1.179,0,0,2,1,0,0,2,2
10616,1.18,0,0,0,0,0,0,2,3
10617,1.18,0,0,0,0,0,0,0,0
10618,1.18,0,0,1,2,0,0,4,2
10619,1.18,0,0,0,0,0,0,0,0
10620,1.18,0,0,0,0,3,4,1,13
10621,1.18,0,0,0,0,1,0,0,4
10622,1.18,0,0,1,0,1,0,2,8
10623,1.18,0,0,0,0,1,6,1,6
10624,1.18,0,0,0,2,2,4,0,8
10625,1.181,0,0,0,0,2,4,0,8
10626,1.181,0,0,1,2,0,0,2,4
10627,1.181,0,0,0,0,0,0,1,2
10628,1.181,0,0,0,0,1,0,1,6
10629,1.181,0,0,0,0,1,8,0,4
10630,1.181,0,0,0,0,0,0,1,2
10631,1.181,0,0,2,1,1,0,2,8
10632,1.181,0,0,0,0,0,0,0,0
10633,1.181,0,0,0,0,0,0,2,6
10634,1.182,0,0,0,0,0,0,0,0
10635,1.182,0,0,0,0,0,0,0,0
10636,1.182,0,0,2,0,0,0,0,0
10637,1.182,0,0,0,0,1,0,0,4
10638,1.182,0,0,0,0,0,0,1,0
10639,1.182,0,0,0,0,0,0,1,2
10640,1.182,0,1,1,0,0,2,0,0
10641,1.182,0,0,0,0,0,0,1,2
10642,1.182,0,0,0,0,0,0,1,2
10643,1.183,0,0,0,2,3,0,0,12
10644,1.183,0,0,0,0,0,0,0,0
10645,1.183,0,0,0,0,0,0,1,2
10646,1.183,0,0,0,1,1,0,1,8
10647,1.183,0,0,0,0,0,0,0,0
10648,1.183,0,0,0,0,0,0,2,2
10649,1.183,0,1,0,0,0,0,2,1
10650,1.183,0,0,0,0,0,0,2,3
10651,1.183,0,0,2,0,0,0,2,4
10652,1.184,0,0,0,0,0,0,0,0
10653,1.184,0,0,0,1,0,0,0,0
10654,1.184,0,0,1,0,0,0,0,0
10655,1.184,0,0,0,0,0,0,3,6
10656,1.184,0,0,0,0,0,0,2,4
10657,1.184,0,0,0,0,0,2,0,0
10658,1.184,0,0,0,0,1,0,0,4
10659,1.184,0,0,0,0,0,0,1,2
10660,1.184,0,0,0,0,0,0,1,2
10661,1.185,0,0,2,0,0,0,1,2
10662,1.185,0,0,0,0,0,0,1,4
10663,1.185,0,0,1,0,0,0,3,7
10664,1.185,0,0,0,0,0,0,0,0
10665,1.185,0,0,0,0,0,0,1,2
10666,1.185,0,0,1,0,0,0,0,0
10667,1.185,0,0,0,0,0,0,2,6
10668,1.185,0,0,0,0,0,0,0,0
10669,1.185,0,0,1,0,2,1,2,9
